PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
00jOm,1r6/3Pkppp/4p3/3p4/8/8/P4PPP/2R3K1 w - - 0 29,c1c8 b8b1 c8c1 b1c1,798,81,89,353,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AptD0dS5#57,,
00jPH,1k1r3r/1b1p1p2/p3p3/1p2Pn2/3n2Np/P1Q5/1P3PPP/1B2NRK1 w - - 2 26,b1f5 d4e2 g1h1 e2c3,1376,81,94,7025,advantage fork middlegame short,https://lichess.org/01iokLOA#51,,
00jPw,r3r1k1/ppp2p2/1b5Q/3PP2n/2B3bq/2N5/PP4PP/R4R1K w - - 1 18,f1f7 h5g3,1045,78,95,2735,mate mateIn1 middlegame oneMove pin,https://lichess.org/rMGqxihy#35,Italian_Game Italian_Game_Classical_Variation,
00jQ7,8/7p/1p3Qpk/1Pp5/2Pp4/5PP1/2q3KP/8 w - - 1 41,g2h3 c2f5 f6f5 g6f5,936,78,98,387,crushing endgame master queenEndgame short,https://lichess.org/B5l9Wp7O#81,,
00jUu,8/5ppk/p1Q4p/2R4P/1q2P3/5P2/1P4P1/1K1n4 w - - 2 45,c5c1 b4b2,617,82,100,332,endgame master mate mateIn1 oneMove,https://lichess.org/ZhzdgIpD#89,,
00jXF,r1b1r1k1/ppp2ppp/2nb1q2/4N3/2BPQB2/8/PPP3PP/2KR3R w - - 5 13,c4f7 f6f7 e5f7 e8e4,1487,75,92,1130,advantage middlegame short,https://lichess.org/1cNmXOuy#25,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Steinitz_Gambit,
00jd8,4b2k/R7/p4q2/2P1r2p/3QP1pP/1B6/P5p1/6KR w - - 0 36,h1h2 f6f1,958,87,76,55,mate mateIn1 middlegame oneMove,https://lichess.org/aHbfNMOT#71,,
00jdm,r3r1k1/ppp2ppN/3p4/2bq1b1Q/3p4/3B1P2/PPP4P/R1B3K1 b - - 2 22,g7g6 h7f6 g8g7 h5h4 e8h8 h4h8 a8h8 f6d5 f5d3 c2d3,2701,91,95,446,advantage fork middlegame veryLong,https://lichess.org/6snrVDus/black#44,,
00jgd,5Q2/8/8/8/pn6/k6r/8/2K5 w - - 2 83,f8d6 h3c3 c1d2 c3d3 d6d3 b4d3,1739,75,94,3712,crushing endgame exposedKing fork long,https://lichess.org/8DDrygoE#165,,
00jhH,r7/2p1kp2/3p1np1/1p2p1N1/4P3/2PP2P1/1P2Q1PK/8 w - - 4 29,e2f2 f6g4 h2g1 g4f2,917,76,100,246,crushing endgame fork short,https://lichess.org/AXtraot9#57,,
00jmD,8/1pp5/8/PP4p1/3k1pP1/8/1bbBB3/5K2 b - - 2 41,c2d3 e2d3 d4d3 d2e1 d3c4 a5a6 b7a6 b5a6 b2d4 e1f2,2757,95,98,363,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/KmRwxrg3/black#82,,
00jmi,r3k2r/pp2bpp1/2pqnnp1/3pN1B1/3P2PP/2N5/PPP1QP2/2K1R2R b kq - 2 15,e6g5 h4g5 h8h1 e1h1,1344,110,26,22,advantage middlegame short,https://lichess.org/9QAXaeaN/black#30,French_Defense French_Defense_Knight_Variation,
00k2Z,5rk1/8/8/p1pR4/P1Pb4/1P1p2P1/6P1/1R3K2 w - - 3 38,f1e1 d4c3 e1d1 f8f1,1575,75,98,1248,endgame mate mateIn2 short,https://lichess.org/VixyagD2#75,,
00k4u,r2b2r1/p2P1p2/1pNQ1p1k/6qp/5R2/P2B3P/1P3PP1/6K1 w - - 2 28,c6d8 g5g2,863,130,81,49,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/wDp8QswW#55,,
00k5U,6k1/pp6/3br2p/6pq/3R2R1/1P5P/P1P2KQ1/8 w - - 5 30,h3h4 h5f7 g2f3 e6f6 f3f6 f7f6,2346,77,90,349,advantage endgame long pin,https://lichess.org/PUiK4OHl#59,,
00k6k,r2q1rk1/p1p1bpp1/2p1bn1p/8/2Pp3B/1PNBPP2/P5PP/R2Q1RK1 w - - 0 14,e3d4 d8d4 h4f2 d4c3,1028,79,84,199,advantage fork opening short,https://lichess.org/JsKisVgT#27,English_Opening English_Opening_Kings_English_Variation,
00k9P,7k/pb3Bpp/1p6/2b2p2/3q4/P1Nn3P/1P1Q1PP1/3R2K1 w - - 5 27,c3a4 d4e4 d2g5 c5f2 g1h1 f2h4,2351,81,61,128,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/HSJMqNzK#53,,
00kCm,2r3k1/3n1pp1/pq2r1p1/2p5/3b4/BP5P/P2N1PP1/R1Q1R1K1 w - - 0 23,a3b2 e6e1 c1e1 d4b2 d2c4 b6f6 c4b2 f6b2,1803,75,93,6414,advantage middlegame veryLong,https://lichess.org/gGz3J9oc#45,,
00kDo,8/5ppk/6qp/P1p1p3/2B4Q/1P2PbP1/5P1P/6K1 w - - 1 37,a5a6 g6b1 c4f1 f3e2 h4h3 e2a6,1868,75,87,688,advantage endgame long pin,https://lichess.org/dYy9DNqE#73,,
00kHM,3r1rk1/pp2npp1/1q2b2p/3p4/4n3/PBP2N1P/1P1N1PP1/R2Q1RK1 w - - 4 16,d2e4 d5e4 f3d4 d8d4,2048,75,93,2682,crushing middlegame short,https://lichess.org/com04Zfp#31,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack,
00kQE,1rb3k1/p5pp/1p6/3R4/2B1p3/8/PP3rPP/1K5R b - - 1 26,g8h8 d5d8 f2f8 d8f8,402,123,84,971,backRankMate endgame mate mateIn2 short,https://lichess.org/X9v1Mn91/black#52,,
00kRi,2r1kb1r/p1q2ppp/2p1p3/3pPbP1/Q2P3P/2R2P2/PP1N4/R1B1K3 w Qk - 3 20,c3c6 c7c6 a4c6 c8c6,733,101,81,344,crushing middlegame short,https://lichess.org/KE2mWPfP#39,,
00kS9,4r1k1/1ppbrpp1/7p/p2P4/3q1P2/P2B1P2/1P1Q2PP/3RR2K w - - 5 26,d3h7 g8h7 e1e7 d4d2 d1d2 e8e7,1458,77,91,711,advantage hangingPiece long middlegame,https://lichess.org/EqdCxWr9#51,,
00kSx,r1bq3k/pppnp2r/5nQb/3p4/8/3B1N2/PPPP1PPP/RNB1K2R w KQ - 2 11,f3g5 d7e5 g6h6 h7h6,1912,75,83,144,advantage opening short trappedPiece,https://lichess.org/cOCnU5Ub#21,Duras_Gambit Duras_Gambit_Other_variations,
00kT1,r2q1rk1/pb2bpp1/2p1p3/4P3/2nP3p/P1PQBN1P/2B2PP1/R4RK1 b - - 5 18,c4e3 d3h7,924,77,64,103,mate mateIn1 middlegame oneMove,https://lichess.org/KBx6qbtc/black#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations,
00kXF,6rr/p1k1qp2/Ppn1p3/3pP1b1/QP1n1NNp/3P3P/3B2PK/1R2R3 b - - 2 32,c7b8 b4b5 g5f4 d2f4 g8g4 h3g4,1821,74,88,1354,crushing long middlegame,https://lichess.org/y2IIeAMQ/black#64,,
00kZF,r3r3/1p1n2pk/2p1pq1p/2P5/1p2R3/P2Q1N1P/5PP1/R5K1 b - - 1 24,f6a1 e4e1 h7h8 e1a1,1307,80,91,2518,crushing discoveredAttack discoveredCheck middlegame short,https://lichess.org/7skMhb04/black#48,,
00kZO,3Q4/4rRbk/p1qp2p1/1p2r2p/2p1P1bP/6N1/PP4P1/1B3R1K b - - 11 37,c6d7 d8f8 e7f7 f1f7 d7f7 f8f7,2147,85,89,167,advantage long middlegame pin,https://lichess.org/8DbGNqW8/black#74,,
00kdd,7r/1p3p2/p1n2p2/3kpN1P/1PR5/P2P1P2/1K5P/8 b - - 0 29,h8h5 c4c5 d5e6 f5g7,1373,109,62,19,advantage endgame master short,https://lichess.org/GmwzgjE0/black#58,,
00km1,1R3rk1/p2q1ppp/3bpn2/3p4/Q2P4/2N3P1/P3PP1P/2B2RK1 b - - 0 17,d7a4 b8f8 g8f8 c3a4,1397,77,78,603,crushing intermezzo middlegame short,https://lichess.org/W2y2Akcv/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,
00ko8,6k1/5ppp/pp6/3q4/P2R2Q1/8/1Pr1r1PP/5R1K b - - 3 26,h7h5 g4e2 c2e2 d4d5,1706,78,83,74,advantage endgame master short,https://lichess.org/hUVak5e1/black#52,,
00kq8,5Qk1/2R2pp1/7p/q2p4/2n5/7P/4RPP1/6K1 b - - 0 34,g8f8 c7c8 a5d8 c8d8,797,82,100,42,endgame mate mateIn2 short,https://lichess.org/e2Z8xhZe/black#68,,
00kud,r3r1k1/7p/p2qP1p1/1pRp1p2/8/1P2Q2P/PB3PP1/7K b - - 0 32,d6e6 e3d4 e6e5 d4e5 e8e5 b2e5,1621,166,82,17,advantage endgame long,https://lichess.org/rRLLo0ej/black#64,,
00kyA,k2r3r/pp6/6R1/3P2Pp/2P2B1n/P1N4q/1P3P2/R2Q2K1 w - - 1 24,d1f1 h4f3,1060,78,70,106,mate mateIn1 middlegame oneMove,https://lichess.org/IwZQoemw#47,,
00l0K,2b5/2p2p2/k7/1qQ1P3/1p6/1N3P2/1PP5/2K5 w - - 3 38,c5c7 b5f1 c1d2 f1f2 d2d3 c8f5 d3c4 f2c2 c4b4 c2c7,1654,74,60,189,crushing deflection endgame skewer veryLong,https://lichess.org/MeKa7kj3#75,,
00l1z,8/8/2p5/7R/2B4P/KP2knp1/P1P5/8 w - - 0 45,h5g5 f3g5 h4g5 g3g2,1278,77,75,489,advancedPawn advantage endgame master short,https://lichess.org/rxdwGjw0#89,,
00l3p,3q4/1p6/p4N2/5QPk/4Pn2/2P4r/1P3K2/8 b - - 4 40,h5h4 f5f4,980,75,95,294,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/Lttk18Li/black#80,,
00l68,3k2Q1/q7/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 b - - 2 37,d8c7 g8c8 c7b6 c8c6 b6a5 c6b5,1331,78,96,15701,endgame long mate mateIn3,https://lichess.org/jJLdwY9R/black#74,,
00l7Y,r1b2q2/p3p1bk/2p3p1/3pn2p/8/2NB3P/PPPBQ1P1/5RK1 b - - 1 17,f8d8 e2h5 h7g8 d3g6 e5g6 h5g6,1554,75,95,9425,advantage deflection long middlegame pin,https://lichess.org/8zmb6Ot6/black#34,Sicilian_Defense Sicilian_Defense_Open,
00lA1,r3k2r/ppp3Np/3p2pB/2b1p3/2B1P3/2NP3q/PPP2P2/R2R2K1 b - - 3 17,e8d8 h6g5 d8d7 c4e6 h3e6 g7e6,1681,74,96,6288,advantage fork long middlegame,https://lichess.org/UXSJkHbF/black#34,Four_Knights_Game Four_Knights_Game_Spanish_Variation,
00lG8,1r2b1k1/5ppp/1r2p3/2Q5/p3P3/5P2/P1P3PP/2KR4 w - - 5 26,d1d8 b6b1 c1d2 b8d8,1260,76,73,191,advantage endgame short,https://lichess.org/5GuRg1Gx#51,,
00lHu,8/p7/6P1/4p3/R4pK1/1r2k2P/8/8 b - - 0 47,f4f3 g6g7 b3b8 a4a3,1829,77,94,7961,advancedPawn crushing endgame rookEndgame short,https://lichess.org/kX9fNCdN/black#94,,
00lIV,r2qr1k1/pb2bppp/2p2n2/3pN1B1/2P5/4P3/PPQ2PPP/3RKB1R w K - 3 13,f1e2 e7b4 e1f1 e8e5,1747,76,94,4251,crushing discoveredAttack middlegame short,https://lichess.org/6IHxFPRp#25,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense,
00lJm,5r1k/ppp1nBp1/3pN3/7p/3P3P/2P2RK1/PP3QP1/1q5r b - - 6 26,f8f7 f3f7 b1d3 f2f3,1981,85,90,1929,advantage hangingPiece middlegame short,https://lichess.org/iXsE09XZ/black#52,,
00lL3,Qr5k/5pp1/5N1p/4q3/4P3/8/7P/6RK w - - 6 36,g1a1 g7f6 a8b8 e5b8,1759,75,84,83,crushing endgame hangingPiece short,https://lichess.org/QUlxxlTc#71,,
00lMW,2r4k/p4qpp/1p2R3/2p3Q1/8/7P/PB3PP1/6K1 b - - 0 29,f7e6 g5g7,669,105,94,174,endgame mate mateIn1 oneMove,https://lichess.org/nd9PhkFp/black#58,,
00lPH,5r1k/ppp3pp/1bp2rq1/4B3/Q1BP4/2P4b/PP1N2PK/4R2R w - - 0 21,e5g3 h3g2 h1f1 g2f1,2087,87,63,41,crushing middlegame short,https://lichess.org/IO95HyLK#41,,
00lPy,r7/3R1pkp/2p1p1p1/3bB3/1r6/2R4P/5PP1/6K1 b - - 1 24,g7f8 e5d6 f8g7 d6b4 a8a1 g1h2,1261,78,74,139,advantage endgame fork long,https://lichess.org/yjElTdKc/black#48,,
00lRC,8/3k1p1p/8/3Pp3/4K3/3P2P1/1pB4P/b7 b - - 1 36,d7d6 c2b1 f7f5 e4f5,2101,77,91,485,bishopEndgame crushing endgame quietMove short,https://lichess.org/TLhjLF8g/black#72,,
00lUJ,8/4k3/5pK1/1p2p2P/2p2b2/5P2/1PB5/8 b - - 3 34,e7e6 h5h6 f4h6 g6h6,1952,76,87,409,bishopEndgame crushing endgame short,https://lichess.org/1ROfM0IO/black#68,,
00lY4,2R3k1/rb3ppp/pn2p3/4P3/1P1P1P2/P4B2/6PP/5RK1 b - - 0 23,b6c8 f1c1 c8b6 c1c7 b7f3 c7a7,1816,75,80,201,advantage endgame long,https://lichess.org/maqTkdnt/black#46,,
00lap,8/8/2k3P1/R7/P2p2rp/3K4/8/8 b - - 0 45,g4g6 a5a6 c6d7 a6g6,947,85,96,287,crushing endgame master rookEndgame short skewer,https://lichess.org/vMSyus5U/black#90,,
00ldC,3r1r2/pp3pk1/2p1pRp1/6Qp/2P5/P7/1q4PP/5R1K b - - 1 31,d8d2 f6g6 f7g6 g5e7 g7h6 e7f8 b2g7 f8f4 h6h7 f4d2,1730,74,97,2507,advantage clearance deflection endgame fork sacrifice veryLong,https://lichess.org/xdFXCpYF/black#62,,
00lex,8/8/1p6/p1p2kPp/P6P/5K2/8/8 b - - 2 43,b6b5 a4b5 a5a4 b5b6 a4a3 b6b7 a3a2 b7b8q a2a1q b8c8 f5g6 c8g8,2362,76,96,564,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/IQdBiegF/black#86,,
00lhJ,3q3k/3n4/3PQ2p/p3P1r1/P1P4b/2N1p2P/1r6/R5RK b - - 1 32,d7e5 e6h6 h8g8 h6h4 b2h2 h1h2 e5f3 h2h1 f3h4 g1g5,2446,79,84,180,crushing fork middlegame veryLong,https://lichess.org/kllp2DcO/black#64,,
00lhe,r2q1b1k/ppp3Bp/3pPp2/2n1n3/4P2P/1B3P2/PPP3Q1/2K3RR b - - 0 23,f8g7 g2g7,399,109,100,239,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Yx9AyNPB/black#46,,
00liA,8/3K4/2r5/6k1/6p1/6Pp/3R3P/8 b - - 2 54,c6a6 d2d5 g5g6 d5d6 a6d6 d7d6 g6f6 d6d5 f6f5 d5d4,904,91,53,40,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/s4AcDFcp/black#108,,
00lio,r3k3/1p4R1/3pQ3/pP2p3/4q3/4Pr2/8/7K b - - 4 38,e8f8 e6g8,1089,76,95,669,endgame mate mateIn1 oneMove,https://lichess.org/e6khkz6u/black#76,,
00lo9,6r1/4p3/3p1kp1/2pP1n2/1p2pRP1/1P6/4RP1P/6K1 w - - 0 40,g4f5 g6f5 g1f1 f6g5 e2e4 f5e4,1990,81,84,41,advantage discoveredAttack discoveredCheck endgame long rookEndgame,https://lichess.org/2AMC2bmO#79,,
00lsn,rnb1r2k/ppp2Qb1/2qpN3/8/3P3P/2P5/PP3P2/RN2K1R1 b Q - 0 18,c6e4 e1d1 e8e7 f7e7,2169,80,86,75,crushing defensiveMove middlegame short,https://lichess.org/Sb8oEHsM/black#36,Indian_Defense Indian_Defense_Other_variations,
00luA,r2q1rk1/1b3pp1/p3p3/3n2b1/1pnN1P2/3Q4/PPP1NB2/1K1R1B1R b - - 2 20,d5f4 d3h7,745,81,89,148,master mate mateIn1 middlegame oneMove,https://lichess.org/hCM9r8D2/black#40,,
00luO,2r2rk1/p4pp1/1p2p2p/4N3/q2P2PP/P7/1PnQ1P2/1K1R2R1 w - - 1 26,g4g5 a4b3 g1g3 c2a3 b1a1 a3c2,2196,77,84,105,crushing long master middlegame pin queensideAttack,https://lichess.org/O9HXyn6b#51,,
00lvP,6k1/p4pp1/1p3q1p/2p1R3/2Q5/2P2N1P/P1P2PPK/2r5 w - - 4 24,c4a6 f6f4 g2g3 f4f3 e5e8 g8h7 a6d3 f3d3,1526,77,94,1084,advantage deflection endgame veryLong,https://lichess.org/Krxft80K#47,,
00lvf,4rbk1/pp1qr1p1/2pN3p/4P2b/3P4/6Q1/PP3RPP/5RK1 w - - 0 30,d6e8 e7e8 g3b3 d7d5 b3d5 c6d5,2143,78,91,270,advantage long middlegame,https://lichess.org/K3wOnVJy#59,,
00m47,rn1r2k1/pp2qppp/4pn2/6B1/2B1b2N/8/PPP1QPPP/2KR3R b - - 7 15,e4c6 h4f5 d8d1 h1d1,1925,76,88,193,crushing middlegame short,https://lichess.org/NdpM8N8n/black#30,Scandinavian_Defense Scandinavian_Defense_Main_Line,
00m5H,8/1p5p/6p1/2P2k2/1P6/P3qp1Q/8/5K2 b - - 5 43,f5e4 h3e6 e4d4 e6e3 d4e3 b4b5 g6g5 c5c6,1403,76,97,3519,crushing endgame master queenEndgame quietMove veryLong,https://lichess.org/P8apABHK/black#86,,
00m6L,8/8/k6p/p4p1P/p1p1pP2/K1P1P3/1P6/8 w - - 1 49,a3a4 a6b6 a4a3 b6b5 a3a2 b5a4,1399,77,94,4283,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/q1f1ucic#97,,
00mAw,8/2p3p1/2p2k2/6p1/P5P1/3P1K1p/2P5/8 b - - 0 42,f6e5 a4a5 e5e6 a5a6 h3h2 f3g2,1618,81,100,84,endgame,https://lichess.org/m9mYwFoA/black#84,,
00mF3,1r6/6k1/b2p1p2/2qP1Pp1/1pP1P1P1/3Q4/3BK3/7R w - - 4 38,d3h3 c5c4 e2f2 c4e2 f2g1 e2d1,2180,78,94,2012,crushing endgame exposedKing fork long,https://lichess.org/MmowlWby#75,,
00mFI,4r2k/2q1r3/2p4Q/p5P1/1p1Pp1P1/2P1N2P/PP6/4bRK1 b - - 0 28,e7h7 f1f8 e8f8 h6f8,1270,82,93,4544,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/kiOTTNFh/black#56,,
00mJY,r1k1R3/pppr1B2/5p1p/8/8/8/PPP2PPP/2K5 b - - 1 20,d7d8 f7e6 c8b8 e8d8,1046,78,59,117,backRankMate deflection endgame mate mateIn2 short,https://lichess.org/tpq9s5i4/black#40,,
00mJq,r1b5/pp1nkpr1/2q1p3/8/8/3B4/P1P1NPPP/R2Q1RK1 w - - 3 18,e2d4 c6g2,673,112,97,403,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qGtdon3N#35,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
00mLm,4Q1nk/p5bp/3P2p1/4p3/4Pq2/1B5P/6P1/7K b - - 2 35,g7h6 e8g8,706,81,100,119,endgame mate mateIn1 oneMove,https://lichess.org/dfm56Es7/black#70,,
00mLw,r5k1/p5pp/1p2b2r/3p4/2pQ1P1q/2P1P2P/P1P1B1P1/R5K1 b - - 0 25,e6h3 d4d5 h3e6 d5a8,1193,78,82,168,advantage fork middlegame short,https://lichess.org/b5bclKA7/black#50,,
00mNT,8/2q2p1p/R2bpkp1/2p5/4pP2/3r3P/1Q4P1/R5K1 b - - 3 38,f6f5 a6a7 d3d1 a1d1,2756,120,90,705,crushing endgame short,https://lichess.org/oxSgw2VP/black#76,,
00mRr,8/2Q2kpp/1p1p2r1/1PnN4/2P1n3/6P1/1r3PK1/8 b - - 6 41,f7e6 c7e7 e6f5 d5e3,1702,78,95,16644,endgame master mate mateIn2 short,https://lichess.org/0dpg8xr1/black#82,,
00mST,r4r2/ppk4p/n2N2p1/2p5/4Pb2/2P4P/PP2B2R/1K1R4 w - - 0 25,e4e5 f4h2 d6b5 c7b6 d1d6 b6a5 b5a3 f8f4,2494,77,61,103,crushing defensiveMove hangingPiece middlegame veryLong,https://lichess.org/TnR9jLpy#49,,
00mY4,r1r3k1/1pB1pp1p/6p1/1p1Pn3/1R6/1P4PP/P1R2P2/6K1 w - - 5 29,b4b5 e5f3 g1f1 f3d4,1441,79,93,118,advantage endgame master masterVsMaster short,https://lichess.org/94FLTKoW#57,,
00mca,1Q5r/p3nkpp/3p2q1/3P4/4P3/B1r2B1b/P4PPP/R4RK1 w - - 2 20,b8h8 c3f3 g2g3 f3a3,2242,78,86,328,crushing middlegame pin short,https://lichess.org/EIg6vKLO#39,,
00mg9,1r1r3k/2q1b1pp/p7/3Q2pP/3B4/Pp6/1P3P2/1K1N2RR w - - 1 28,d5e5 c7c2 b1a1 c2c1,1467,75,73,126,mate mateIn2 middlegame queensideAttack short,https://lichess.org/LvqtEXMe#55,,
00mmI,8/5p2/7k/5K1P/5P2/6R1/8/5r2 b - - 4 49,h6h5 g3h3,1262,76,100,104,endgame,https://lichess.org/flZyNmmd/black#98,,
00mnZ,8/p5k1/1pp2pp1/4Pp1p/5P1P/2P3P1/PP4K1/8 b - - 0 35,f6e5 f4e5 g7f7 g2f3 f7e6 f3f4,1040,77,90,396,advantage endgame long pawnEndgame,https://lichess.org/IcNWHIbW/black#70,,
00moS,r4rk1/p1p2p1p/1p2p1p1/2n1q3/8/P1B1PQP1/1P3P1P/2R2RK1 b - - 3 18,e5e4 f3f6 e6e5 c3e5 e4e5 f6e5,1261,82,91,1598,crushing long middlegame,https://lichess.org/9Ts2Ey6N/black#36,English_Defense English_Defense_Other_variations,
00mvP,r1b2k1r/pppp2pp/5q2/4n3/2Bp4/8/PPP2PPP/RN1QR1K1 w - - 2 13,d1d4 e5f3 g2f3 f6d4,1186,76,83,341,advantage discoveredAttack middlegame short,https://lichess.org/yHPzjZSy#25,Italian_Game Italian_Game_Scotch_Gambit,
00mvr,7r/ppp1Nk1p/2n5/8/8/2P2pP1/P6P/R1Br1BK1 b - - 0 20,f7e7 c1g5 e7e6 a1d1,812,81,99,1335,crushing discoveredAttack endgame master short,https://lichess.org/R3FdESiy/black#40,,
00n3G,1k4r1/7p/1p4r1/pPp1qp2/P1Pp1R2/3Q2NP/2P4K/5R2 w - - 4 32,f1f3 g6g3 f3g3 e5f4,1135,79,93,1922,advantage deflection middlegame pin short,https://lichess.org/7me09or0#63,,
00n6z,r2Rrk1q/p3Np2/1pp5/8/P1Q1P1pP/2P2P2/1P3bP1/3R3K w - - 5 34,d8a8 h8h4,1188,77,83,199,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/WrP84lz1#67,,
00n76,8/8/7p/1P1R3P/8/2k5/3p3r/3K4 w - - 3 49,b5b6 h2h1 d1e2 h1e1,1584,79,94,8389,crushing endgame rookEndgame short,https://lichess.org/1pRVU0YT#97,,
00n8z,6rk/pq3p1p/1p3RrB/1Pp1p3/2PnP2Q/P5P1/6KP/1R6 w - - 2 28,b1f1 g6g4 h4g4 g8g4 f6f7 b7e4,1828,109,50,16,capturingDefender crushing long middlegame,https://lichess.org/AbPN5mb0#55,,
00n9d,8/8/p5p1/1p3P1p/4K2P/k3P3/8/8 b - - 0 56,b5b4 f5f6 b4b3 f6f7 a3a2 f7f8q,1581,99,100,19,endgame,https://lichess.org/SUDR38Yd/black#112,,
00nAo,8/p2k4/2p5/8/Q7/2B2p2/PP1K1q2/8 w - - 0 40,d2d3 f2e2 d3d4 f3f2 a4a7 d7e6,1911,80,92,201,advancedPawn crushing defensiveMove endgame long,https://lichess.org/r4wGrlgZ#79,,
00nCq,r3k2r/ppp2p1p/3b1p2/4p3/8/2PB4/bPPQ1PPP/2KR3R w kq - 0 14,b2b3 d6a3,1030,144,62,142,doubleBishopMate mate mateIn1 middlegame oneMove,https://lichess.org/Y1Y1rJPD#27,Petrovs_Defense Petrovs_Defense_Nimzowitsch_Attack,
00nFD,r4rk1/p1q2pb1/2p1b1pp/3np3/2B1N2P/4BP2/PPP3P1/2KRQ2R w - - 0 16,g2g4 d5e3 c4e6 e3d1,1268,78,94,5034,advantage master middlegame short,https://lichess.org/FeP6qhNK#31,Sicilian_Defense Sicilian_Defense_Dragon_Variation,
00nHy,r2q1rk1/p4pbp/1pp1p1p1/4n3/2PpN3/1P4P1/PB2PP1P/1R1Q1RK1 w - - 0 16,d1d4 e5f3 e2f3 g7d4,1285,75,87,876,crushing discoveredAttack middlegame short,https://lichess.org/nKLwXxuX#31,English_Opening English_Opening_Anglo-Indian_Defense,
00nNa,8/2k3pp/4p3/1R3p2/1Pr2K1P/6P1/5P2/8 w - - 7 37,f4e5 c4e4,1269,98,71,111,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/WsRWmvEZ#73,,
00nQp,r5k1/pp1qrppp/2nb1n2/6N1/3P1p2/2P5/PPQN2PP/R1B2RK1 w - - 4 15,d2e4 f6e4 c2e4 e7e4,1120,83,93,16047,crushing middlegame short,https://lichess.org/M8VH9NaD#29,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense,
00nS6,r4rk1/5ppp/p1p2b2/3q1b2/8/5N1P/PP2QPP1/R1B1R1K1 b - - 1 19,f8e8 e2e8 a8e8 e1e8,435,109,87,622,backRankMate mate mateIn2 middlegame short,https://lichess.org/yDIcwjff/black#38,Four_Knights_Game Four_Knights_Game_Spanish_Variation,
00nUh,5rk1/p4pp1/1p4rp/2p1P3/3p1P2/P2PnP2/2P2R1P/2B1R2K b - - 4 25,e3g2 f2g2 g6g2 h1g2,1698,164,0,11,advantage endgame short,https://lichess.org/8xUXz45H/black#50,,
00nZE,r1b1r1k1/pp1p1p1Q/2n2Bp1/2p1qp2/2B1P3/3P1R2/PPP3PP/R5K1 b - - 0 16,g8h7 f3h3 h7g8 h3h8,1038,80,93,2339,mate mateIn2 middlegame operaMate short,https://lichess.org/E33kjLxE/black#32,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack,
00ndv,r1bq1rBk/pp2npp1/4p3/3p4/3P2n1/2P2NP1/PPQN1PP1/R3K2R b KQ - 2 13,h8g8 c2h7,762,104,86,50,mate mateIn1 middlegame oneMove,https://lichess.org/CAhN6VbK/black#26,Queens_Pawn_Game Queens_Pawn_Game_London_System,
00neh,8/7p/1P1n4/7P/4p3/8/2pBK3/1k6 b - - 1 47,d6c4 b6b7 c2c1q d2c1,1299,80,94,147,advancedPawn crushing endgame master short,https://lichess.org/JKaqBW90/black#94,,
00nh0,8/8/8/4R1kp/4p3/4r2P/6PK/8 b - - 1 50,g5h4 g2g3 e3g3 e5e4 h4g5 h2g3,1572,76,60,104,crushing deflection endgame long rookEndgame,https://lichess.org/N8kLeymk/black#100,,
00niA,6n1/6P1/6N1/8/1p6/1k5P/5K2/8 w - - 3 58,h3h4 b3c3 h4h5 b4b3 g6e5 b3b2,2275,84,90,116,advancedPawn crushing endgame knightEndgame long,https://lichess.org/sMnyoWHK#115,,
00nji,3R2k1/5pp1/2b4p/2b5/p1P5/P4P1P/6P1/5K2 b - - 4 36,g8h7 d8c8 c5a3 c8c6,1142,80,91,1074,advantage endgame short,https://lichess.org/ZaRB691n/black#72,,
00nl3,6R1/1p4p1/p1k4p/3p4/PP2p1P1/2b1P3/6K1/8 b - - 2 37,b7b5 g8c8 c6b7 c8c3,820,79,89,274,advantage endgame master short skewer,https://lichess.org/WVBshO34/black#74,,
